review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note
item_1faacf7adce0,head,unicorn,A cow at a house,A cow with unicorn head at a house,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_70a3202c4158.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_1faacf7adce0.jpg,,,,,
item_84e05028ed77,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_84e05028ed77.jpg,,,,,
item_dacc1ec04b78,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_d13dfe80a435.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_dacc1ec04b78.jpg,,,,,
item_01390b551ba6,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f3d1d79f0351.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_01390b551ba6.jpg,,,,,
item_be142a48debe,head,alien,A robot at a park,A robot with alien head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f388d78833d6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_be142a48debe.jpg,,,,,
item_8f5a43426598,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8f5a43426598.jpg,,,,,
item_f934b932586a,hair,Curls,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_b4d7f2d52a43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f934b932586a.jpg,,,,,
item_a5f6b7af6658,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_63f2eb2cd129.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_a5f6b7af6658.jpg,,,,,
item_609f760d70ce,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_609f760d70ce.jpg,,,,,
item_85ffc501a7a2,head,robot,A man at a gym,A man with robot head at a gym,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_9db278f7152f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_85ffc501a7a2.jpg,,,,,
item_c3f67cccfb6e,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e3c08a912fe.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c3f67cccfb6e.jpg,,,,,
item_3865fcc118cf,head,bear,A alien at a museum,A alien with bear head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_30f9afb55b24.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_3865fcc118cf.jpg,,,,,
item_818cda787e35,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ef3648f18171.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_818cda787e35.jpg,,,,,
item_a57db52af566,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_cea0cb0755a1.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_a57db52af566.jpg,,,,,
item_7b7975cfe8a2,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_7b7975cfe8a2.jpg,,,,,
item_ead20ddd39b9,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_cea0cb0755a1.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ead20ddd39b9.jpg,,,,,
item_bd00ca6baf76,head,dragon,A cat at a desert,A cat with dragon head at a desert,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_bb5f44e8a25b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_bd00ca6baf76.jpg,,,,,
item_58d7dbcd672a,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_a90c17d919ed.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_58d7dbcd672a.jpg,,,,,
item_f3b905625223,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_a90c17d919ed.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f3b905625223.jpg,,,,,
item_d030b5c06a44,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_d030b5c06a44.jpg,,,,,
item_9b23df2a0dd9,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_af6b5e577958.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_9b23df2a0dd9.jpg,,,,,
item_63e5a65b0294,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_63e5a65b0294.jpg,,,,,
item_034ae559dc49,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_034ae559dc49.jpg,,,,,
item_df6c31073cad,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_df6c31073cad.jpg,,,,,
item_62530eb38315,head,lion,A bear at a zoo,A bear with lion head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1d46ca4f754d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_62530eb38315.jpg,,,,,
item_f4dce100b9bd,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4a1c085cfce4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f4dce100b9bd.jpg,,,,,
item_ef89904ee62d,head,dragon,A cat at a desert,A cat with dragon head at a desert,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_bb5f44e8a25b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ef89904ee62d.jpg,,,,,
item_26e82c303bb6,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_278976611c82.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_26e82c303bb6.jpg,,,,,
item_57f450d1c29a,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_073b896945b5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_57f450d1c29a.jpg,,,,,
item_b415894c97be,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_bda38536db22.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_b415894c97be.jpg,,,,,
item_c55f5c9cd7df,head,bear,A robot at a school,A robot with bear head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_5bd8b0acdbd5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c55f5c9cd7df.jpg,,,,,
item_8075913e60b2,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_c6abd9790d67.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_8075913e60b2.jpg,,,,,
item_2d5b5c13a846,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_2d5b5c13a846.jpg,,,,,
item_5024411a5cfd,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ef3648f18171.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_5024411a5cfd.jpg,,,,,
item_895df74f6cdc,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2b822a970173.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_895df74f6cdc.jpg,,,,,
item_d5bdf95b6f82,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_3ae69c2a9e97.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_d5bdf95b6f82.jpg,,,,,
item_243de2efe92c,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_243de2efe92c.jpg,,,,,
item_167108f12d0f,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_63f2eb2cd129.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_167108f12d0f.jpg,,,,,
item_f368cd017afa,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f368cd017afa.jpg,,,,,
item_12fb9b06b6a7,head,robot,A alien at a museum,A alien with robot head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_0776f3ccf0e9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_12fb9b06b6a7.jpg,,,,,
item_e20c050475d4,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4a1c085cfce4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_e20c050475d4.jpg,,,,,
item_1478e290a2de,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_af6b5e577958.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_1478e290a2de.jpg,,,,,
item_1e1c5ae606cb,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_ee57f3a3ed86.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_1e1c5ae606cb.jpg,,,,,
item_faea4365fcb0,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_97eab3ccdecd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_faea4365fcb0.jpg,,,,,
item_0f3fbafabb17,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_bda38536db22.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_0f3fbafabb17.jpg,,,,,
item_6afa23545389,seat,plastic,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_b25f9980445d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_6afa23545389.jpg,,,,,
item_ff07af32a9af,head,alien,A robot at a park,A robot with alien head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f388d78833d6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_ff07af32a9af.jpg,,,,,
item_903b9e1ecfa2,head,robot,A girl at a beach,A girl with robot head at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_eddd21d6a1c2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_903b9e1ecfa2.jpg,,,,,
item_27e5b5075481,torso,batman,A robot at a school,A robot with batman torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_8bcbeeb53dd4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_27e5b5075481.jpg,,,,,
item_13d4d9aafcd2,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_4a1c085cfce4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_13d4d9aafcd2.jpg,,,,,
item_6423f637ba82,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1efd8f28c69b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_6423f637ba82.jpg,,,,,
item_32024ae33a3a,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_32024ae33a3a.jpg,,,,,
item_f6f477ae4ec9,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_05f0e921e87d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_f6f477ae4ec9.jpg,,,,,
item_c2f2b4e79c89,head,alien,A robot at a park,A robot with alien head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_f388d78833d6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_c2f2b4e79c89.jpg,,,,,
item_2fa974c05214,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_2fa974c05214.jpg,,,,,
item_860a6c6c0532,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_860a6c6c0532.jpg,,,,,
item_9aad80aaa232,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_073b896945b5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_9aad80aaa232.jpg,,,,,
item_90b67861cb9e,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_2e6979609916.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_90b67861cb9e.jpg,,,,,
item_3959f5ce28e5,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_3ae69c2a9e97.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_3959f5ce28e5.jpg,,,,,
item_2d3c91fff4bb,head,lion,A dog at a pool,A dog with lion head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/source_fc07bb02f53f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_2/assets/item_2d3c91fff4bb.jpg,,,,,
